"START_ID","END_ID","TYPE","props_json"
"PipelineRun|asd_run_001","Pipeline|ASD_privacy_walkthrough","executes","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","DataRecordArtifact|D7_NormalizedEpisodeData::record::3","annotates","{}"
"StepRun|asd_run_001::001::S5_normalise","PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","StepRun|asd_run_001::001::S5_normalise","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","OperationPolicy|S5_normalise_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|direct_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|biometric","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|behavioural_sensor_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|organisational_context","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","SensitivityCategory|identifier","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D7_NormalizedEpisodeData::record::3::00097","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","DatasetArtifact|D7_NormalizedEpisodeData","annotates","{}"
"StepRun|asd_run_001::001::S5_normalise","PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","StepRun|asd_run_001::001::S5_normalise","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","OperationPolicy|S5_normalise_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|direct_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|temporal_quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|biometric","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|behavioural_sensor_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|organisational_context","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|reidentification_risk","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","SensitivityCategory|identifier","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D7_NormalizedEpisodeData::00098","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","DataCellArtifact|D8_ModellingDataset::record::0::cell::HR_norm","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","SensitivityCategory|biometric","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::HR_norm::00099","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","DataCellArtifact|D8_ModellingDataset::record::0::cell::EDA_norm","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","SensitivityCategory|biometric","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::EDA_norm::00100","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","DataCellArtifact|D8_ModellingDataset::record::0::cell::ACC_norm","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","SensitivityCategory|behavioural_sensor_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::ACC_norm::00101","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","DataCellArtifact|D8_ModellingDataset::record::0::cell::chall_behav","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::chall_behav::00102","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","DataCellArtifact|D8_ModellingDataset::record::0::cell::sev","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","SensitivityCategory|behavioural_sensitive","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sev::00103","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","DataCellArtifact|D8_ModellingDataset::record::0::cell::age_grp","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::age_grp::00104","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","DataCellArtifact|D8_ModellingDataset::record::0::cell::sex","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","SensitivityCategory|quasi_identifier","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::0::cell::sex::00105","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","DataCellArtifact|D8_ModellingDataset::record::1::cell::HR_norm","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","SensitivityCategory|biometric","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::HR_norm::00106","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","DataCellArtifact|D8_ModellingDataset::record::1::cell::EDA_norm","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","SensitivityCategory|biometric","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","SensitivityCategory|health","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","SensitivityCategory|sensitive_personal_data","hasCategory","{""explicit"": false}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","AccessRole|DPO","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::EDA_norm::00107","AccessRole|DS","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","DataCellArtifact|D8_ModellingDataset::record::1::cell::ACC_norm","annotates","{}"
"StepRun|asd_run_001::002::S6_select_modelling_features","PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","generatedPrivacyAnnotation","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","StepRun|asd_run_001::002::S6_select_modelling_features","wasGeneratedBy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","OperationPolicy|S6_select_modelling_features_policy","usedPolicy","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","SensitivityCategory|behavioural_sensor_data","hasCategory","{""explicit"": true}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","UsageConstraint|clinical_research","hasUsage","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","ErasureConstraint|delete_on_request","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","ErasureConstraint|retention_5y","hasErasure","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","AccessRole|AU","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","AccessRole|CL","allowsRole","{}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D8_ModellingDataset::record::1::cell::ACC_norm::00108","AccessRole|DPO","allowsRole","{}"
