"ID","LABEL","key","props_json"
"Pipeline|german_credit_pipeline","Pipeline","german_credit_pipeline","{""key"": ""german_credit_pipeline"", ""name"": ""german_credit_pipeline""}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::5::cell::existing_credits::0103","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::5::cell::existing_credits::0103","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::existing_credits::0103"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::existing_credits::0103"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::5::cell::existing_credits"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive""], ""C"": [""financial_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::0::cell::job::0104","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::0::cell::job::0104","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::job::0104"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::job::0104"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::0::cell::job"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""employment_sensitive"", ""socio_economic""], ""C"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::1::cell::job::0105","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::1::cell::job::0105","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::job::0105"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::job::0105"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::1::cell::job"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""employment_sensitive"", ""socio_economic""], ""C"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::2::cell::job::0106","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::2::cell::job::0106","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::job::0106"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::job::0106"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::2::cell::job"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""employment_sensitive"", ""socio_economic""], ""C"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::3::cell::job::0107","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::3::cell::job::0107","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::job::0107"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::job::0107"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::3::cell::job"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""employment_sensitive"", ""socio_economic""], ""C"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::4::cell::job::0108","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::4::cell::job::0108","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::job::0108"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::job::0108"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::4::cell::job"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""employment_sensitive"", ""socio_economic""], ""C"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::5::cell::job::0109","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::5::cell::job::0109","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::job::0109"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::job::0109"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::5::cell::job"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""employment_sensitive"", ""socio_economic""], ""C"": [""employment_sensitive"", ""socio_economic"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::0::cell::people_liable::0110","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::0::cell::people_liable::0110","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::people_liable::0110"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::people_liable::0110"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::0::cell::people_liable"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""demographic"", ""quasi_identifier""], ""C"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::1::cell::people_liable::0111","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::1::cell::people_liable::0111","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::people_liable::0111"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::people_liable::0111"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::1::cell::people_liable"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""demographic"", ""quasi_identifier""], ""C"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::2::cell::people_liable::0112","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::2::cell::people_liable::0112","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::people_liable::0112"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::people_liable::0112"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::2::cell::people_liable"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""demographic"", ""quasi_identifier""], ""C"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::3::cell::people_liable::0113","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::3::cell::people_liable::0113","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::people_liable::0113"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::people_liable::0113"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::3::cell::people_liable"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""demographic"", ""quasi_identifier""], ""C"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::4::cell::people_liable::0114","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::4::cell::people_liable::0114","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::people_liable::0114"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::people_liable::0114"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::4::cell::people_liable"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""demographic"", ""quasi_identifier""], ""C"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::5::cell::people_liable::0115","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::5::cell::people_liable::0115","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::people_liable::0115"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::people_liable::0115"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::5::cell::people_liable"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""demographic"", ""quasi_identifier""], ""C"": [""demographic"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::0::cell::phone::0116","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::0::cell::phone::0116","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::phone::0116"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::phone::0116"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::0::cell::phone"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""contact_indicator"", ""quasi_identifier""], ""C"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::1::cell::phone::0117","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::1::cell::phone::0117","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::phone::0117"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::phone::0117"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::1::cell::phone"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""contact_indicator"", ""quasi_identifier""], ""C"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::2::cell::phone::0118","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::2::cell::phone::0118","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::phone::0118"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::phone::0118"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::2::cell::phone"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""contact_indicator"", ""quasi_identifier""], ""C"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::3::cell::phone::0119","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::3::cell::phone::0119","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::phone::0119"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::phone::0119"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::3::cell::phone"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""contact_indicator"", ""quasi_identifier""], ""C"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::4::cell::phone::0120","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::4::cell::phone::0120","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::phone::0120"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::phone::0120"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::4::cell::phone"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""contact_indicator"", ""quasi_identifier""], ""C"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::5::cell::phone::0121","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::5::cell::phone::0121","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::phone::0121"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::phone::0121"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::5::cell::phone"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""contact_indicator"", ""quasi_identifier""], ""C"": [""contact_indicator"", ""quasi_identifier"", ""personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::0::cell::foreigner::0122","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::0::cell::foreigner::0122","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::foreigner::0122"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::foreigner::0122"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::0::cell::foreigner"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""C"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::1::cell::foreigner::0123","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::1::cell::foreigner::0123","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::foreigner::0123"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::foreigner::0123"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::1::cell::foreigner"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""C"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::2::cell::foreigner::0124","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::2::cell::foreigner::0124","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::foreigner::0124"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::foreigner::0124"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::2::cell::foreigner"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""C"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::3::cell::foreigner::0125","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::3::cell::foreigner::0125","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::foreigner::0125"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::foreigner::0125"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::3::cell::foreigner"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""C"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::4::cell::foreigner::0126","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::4::cell::foreigner::0126","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::foreigner::0126"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::foreigner::0126"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::4::cell::foreigner"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""C"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::5::cell::foreigner::0127","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::5::cell::foreigner::0127","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::foreigner::0127"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::foreigner::0127"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::5::cell::foreigner"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""nationality_sensitive"", ""protected_attribute""], ""C"": [""nationality_sensitive"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::0::cell::label::0128","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::0::cell::label::0128","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::label::0128"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::0::cell::label::0128"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::0::cell::label"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""C"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::1::cell::label::0129","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::1::cell::label::0129","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::label::0129"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::1::cell::label::0129"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::1::cell::label"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""C"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::2::cell::label::0130","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::2::cell::label::0130","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::label::0130"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::2::cell::label::0130"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::2::cell::label"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""C"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::3::cell::label::0131","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::3::cell::label::0131","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::label::0131"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::3::cell::label::0131"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::3::cell::label"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""C"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::4::cell::label::0132","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::4::cell::label::0132","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::label::0132"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::4::cell::label::0132"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::4::cell::label"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""C"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"PrivacyAnnotation|PA::DataCellArtifact::D0_GermanRaw::record::5::cell::label::0133","PrivacyAnnotation","PA::DataCellArtifact::D0_GermanRaw::record::5::cell::label::0133","{""key"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::label::0133"", ""annotationId"": ""PA::DataCellArtifact::D0_GermanRaw::record::5::cell::label::0133"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D0_GermanRaw::record::5::cell::label"", ""granularity"": ""cell"", ""source"": ""manual"", ""note"": null, ""C_explicit"": [""financial_sensitive"", ""creditworthiness_sensitive""], ""C"": [""financial_sensitive"", ""creditworthiness_sensitive"", ""sensitive_personal_data""], ""U"": [""research"", ""credit_risk_research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""DS"", ""AU"", ""DPO""]}"
"OperationPolicy|A0_value_translation_policy","OperationPolicy","A0_value_translation_policy","{""key"": ""A0_value_translation_policy"", ""policy_id"": ""A0_value_translation_policy"", ""step"": ""A0_value_translation"", ""operatorType"": ""TR"", ""contributorGranularity"": ""cell"", ""inputArtifacts"": [""D0_GermanRaw""], ""outputArtifacts"": [""D1_GermanTranslated""], ""selectedAttributes"": [], ""removedAttributes"": [], ""joinKeys"": [], ""target"": null, ""features"": [], ""excludedAttributes"": [], ""modelAccessRoles"": [], ""note"": null, ""raw_json"": ""{\""operatorType\"": \""TR\"", \""contributorGranularity\"": \""cell\"", \""transformations\"": {}, \""step\"": \""A0_value_translation\"", \""inputArtifacts\"": [\""D0_GermanRaw\""], \""outputArtifacts\"": [\""D1_GermanTranslated\""]}""}"
"OperatorType|TR","OperatorType","TR","{""key"": ""TR"", ""name"": ""TR""}"
"OperationPolicy|A1_derive_status_gender_policy","OperationPolicy","A1_derive_status_gender_policy","{""key"": ""A1_derive_status_gender_policy"", ""policy_id"": ""A1_derive_status_gender_policy"", ""step"": ""A1_derive_status_gender"", ""operatorType"": ""TR"", ""contributorGranularity"": ""cell"", ""inputArtifacts"": [""D1_GermanTranslated""], ""outputArtifacts"": [""D2_GermanStatusGender""], ""selectedAttributes"": [], ""removedAttributes"": [], ""joinKeys"": [], ""target"": null, ""features"": [], ""excludedAttributes"": [], ""modelAccessRoles"": [], ""note"": null, ""raw_json"": ""{\""operatorType\"": \""TR\"", \""contributorGranularity\"": \""cell\"", \""transformations\"": {\""status\"": {\""derivedFrom\"": [\""personal_status\""], \""preserveCategories\"": true}, \""gender\"": {\""derivedFrom\"": [\""personal_status\""], \""preserveCategories\"": true}}, \""step\"": \""A1_derive_status_gender\"", \""inputArtifacts\"": [\""D1_GermanTranslated\""], \""outputArtifacts\"": [\""D2_GermanStatusGender\""]}""}"
"TransformationRule|A1_derive_status_gender_policy::transformation::status","TransformationRule","A1_derive_status_gender_policy::transformation::status","{""key"": ""A1_derive_status_gender_policy::transformation::status"", ""policy_id"": ""A1_derive_status_gender_policy"", ""outputAttribute"": ""status"", ""derivedFrom"": [""personal_status""], ""preserveCategories"": true, ""raw_json"": ""{\""derivedFrom\"": [\""personal_status\""], \""preserveCategories\"": true}""}"
"TransformationRule|A1_derive_status_gender_policy::transformation::gender","TransformationRule","A1_derive_status_gender_policy::transformation::gender","{""key"": ""A1_derive_status_gender_policy::transformation::gender"", ""policy_id"": ""A1_derive_status_gender_policy"", ""outputAttribute"": ""gender"", ""derivedFrom"": [""personal_status""], ""preserveCategories"": true, ""raw_json"": ""{\""derivedFrom\"": [\""personal_status\""], \""preserveCategories\"": true}""}"
