"ID","LABEL","key","props_json"
"Pipeline|compas_recidivism_pipeline","Pipeline","compas_recidivism_pipeline","{""key"": ""compas_recidivism_pipeline"", ""name"": ""compas_recidivism_pipeline""}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::2::cell::c_jail_out::00149","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::2::cell::c_jail_out::00149","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::2::cell::c_jail_out::00149"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::2::cell::c_jail_out::00149"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::2::cell::c_jail_out"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_jail_out"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::age::00150","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::age::00150","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::age::00150"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::age::00150"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::age"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute age"", ""C_explicit"": [""quasi_identifier""], ""C"": [""quasi_identifier"", ""personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_charge_degree::00151","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_charge_degree::00151","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_charge_degree::00151"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_charge_degree::00151"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::c_charge_degree"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_charge_degree"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::race::00152","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::race::00152","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::race::00152"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::race::00152"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::race"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute race"", ""C_explicit"": [""race_ethnicity"", ""protected_attribute""], ""C"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::sex::00153","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::sex::00153","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::sex::00153"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::sex::00153"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::sex"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute sex"", ""C_explicit"": [""gender"", ""protected_attribute""], ""C"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::priors_count::00154","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::priors_count::00154","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::priors_count::00154"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::priors_count::00154"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::priors_count"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute priors_count"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::days_b_screening_arrest::00155","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::days_b_screening_arrest::00155","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::days_b_screening_arrest::00155"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::days_b_screening_arrest::00155"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::days_b_screening_arrest"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute days_b_screening_arrest"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::two_year_recid::00156","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::two_year_recid::00156","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::two_year_recid::00156"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::two_year_recid::00156"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::two_year_recid"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute two_year_recid"", ""C_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""C"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_in::00157","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_in::00157","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_in::00157"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_in::00157"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::c_jail_in"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_jail_in"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_out::00158","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_out::00158","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_out::00158"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::4::cell::c_jail_out::00158"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4::cell::c_jail_out"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_jail_out"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::age::00159","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::age::00159","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::age::00159"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::age::00159"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::age"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute age"", ""C_explicit"": [""quasi_identifier""], ""C"": [""quasi_identifier"", ""personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_charge_degree::00160","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_charge_degree::00160","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_charge_degree::00160"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_charge_degree::00160"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::c_charge_degree"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_charge_degree"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::race::00161","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::race::00161","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::race::00161"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::race::00161"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::race"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute race"", ""C_explicit"": [""race_ethnicity"", ""protected_attribute""], ""C"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::sex::00162","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::sex::00162","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::sex::00162"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::sex::00162"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::sex"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute sex"", ""C_explicit"": [""gender"", ""protected_attribute""], ""C"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::priors_count::00163","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::priors_count::00163","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::priors_count::00163"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::priors_count::00163"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::priors_count"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute priors_count"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::days_b_screening_arrest::00164","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::days_b_screening_arrest::00164","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::days_b_screening_arrest::00164"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::days_b_screening_arrest::00164"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::days_b_screening_arrest"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute days_b_screening_arrest"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::two_year_recid::00165","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::two_year_recid::00165","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::two_year_recid::00165"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::two_year_recid::00165"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::two_year_recid"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute two_year_recid"", ""C_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""C"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_in::00166","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_in::00166","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_in::00166"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_in::00166"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::c_jail_in"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_jail_in"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_out::00167","PrivacyAnnotation","PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_out::00167","{""key"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_out::00167"", ""annotationId"": ""PA::prop::DataCellArtifact::D2_COMPASNoMissing::record::5::cell::c_jail_out::00167"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5::cell::c_jail_out"", ""granularity"": ""cell"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED propagation for retained attribute c_jail_out"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::0::00168","PrivacyAnnotation","PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::0::00168","{""key"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::0::00168"", ""annotationId"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::0::00168"", ""target_label"": ""DataRecordArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::0"", ""granularity"": ""record"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""Record-level annotation summarised from cells of D2_COMPASNoMissing."", ""C_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""C"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::1::00169","PrivacyAnnotation","PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::1::00169","{""key"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::1::00169"", ""annotationId"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::1::00169"", ""target_label"": ""DataRecordArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::1"", ""granularity"": ""record"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""Record-level annotation summarised from cells of D2_COMPASNoMissing."", ""C_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""C"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::2::00170","PrivacyAnnotation","PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::2::00170","{""key"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::2::00170"", ""annotationId"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::2::00170"", ""target_label"": ""DataRecordArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::2"", ""granularity"": ""record"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""Record-level annotation summarised from cells of D2_COMPASNoMissing."", ""C_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""C"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::4::00171","PrivacyAnnotation","PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::4::00171","{""key"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::4::00171"", ""annotationId"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::4::00171"", ""target_label"": ""DataRecordArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::4"", ""granularity"": ""record"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""Record-level annotation summarised from cells of D2_COMPASNoMissing."", ""C_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""C"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::5::00172","PrivacyAnnotation","PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::5::00172","{""key"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::5::00172"", ""annotationId"": ""PA::prop::DataRecordArtifact::D2_COMPASNoMissing::record::5::00172"", ""target_label"": ""DataRecordArtifact"", ""target_key"": ""D2_COMPASNoMissing::record::5"", ""granularity"": ""record"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""Record-level annotation summarised from cells of D2_COMPASNoMissing."", ""C_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""C"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DatasetArtifact::D2_COMPASNoMissing::00173","PrivacyAnnotation","PA::prop::DatasetArtifact::D2_COMPASNoMissing::00173","{""key"": ""PA::prop::DatasetArtifact::D2_COMPASNoMissing::00173"", ""annotationId"": ""PA::prop::DatasetArtifact::D2_COMPASNoMissing::00173"", ""target_label"": ""DatasetArtifact"", ""target_key"": ""D2_COMPASNoMissing"", ""granularity"": ""dataset"", ""source"": ""propagated:RED"", ""policy_id"": ""B1_drop_missing_policy"", ""generated_by"": ""run_fc7d525c22::002::B1_drop_missing"", ""note"": ""RED dataset-level propagation from retained contributors."", ""C_explicit"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive""], ""C"": [""quasi_identifier"", ""criminal_justice_sensitive"", ""race_ethnicity"", ""protected_attribute"", ""gender"", ""temporal_quasi_identifier"", ""behavioural_sensitive"", ""personal_data"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
